lon,lat,owner,watershed,type,form
-71.11316763940,42.41444686170,CITY-ROW,IN-2651,STORM WATER INLET,
-71.11324465040,42.41447921720,CITY-ROW,IN-2652,STORM WATER INLET,
-71.11307586760,42.41446617480,CITY-ROW,IN-2653,STORM WATER INLET,
-71.11295476130,42.41448797210,CITY-ROW,IN-2654,STORM WATER INLET,
-71.11257969060,42.41427474750,CITY-ROW,IN-2655,STORM WATER INLET,
-71.11213769740,42.41417828620,CITY-ROW,IN-2656,STORM WATER INLET,
-71.11200837970,42.41405498250,CITY-ROW,IN-2657,STORM WATER INLET,
-71.11141520880,42.41388895120,CITY-ROW,IN-2658,STORM WATER INLET,
-71.11147576850,42.41384867290,CITY-ROW,IN-2659,STORM WATER INLET,
-71.11349398090,42.41518465390,CITY-ROW,IN-2660,STORM WATER INLET,
-71.11341797920,42.41519013610,CITY-ROW,IN-2661,STORM WATER INLET,
-71.11394904290,42.41547364620,CITY-ROW,IN-2662,STORM WATER INLET,
-71.11398382810,42.41541208410,CITY-ROW,IN-2663,STORM WATER INLET,
-71.11425221070,42.41565446120,CITY-ROW,IN-2664,STORM WATER INLET,
-71.11417126450,42.41561820490,CITY-ROW,IN-2665,STORM WATER INLET,
-71.11403326940,42.41600628160,CITY-ROW,IN-2666,STORM WATER INLET,
-71.11388211710,42.41595378010,CITY-ROW,IN-2667,STORM WATER INLET,
-71.11353414230,42.41583487160,CITY-ROW,IN-2668,STORM WATER INLET,
-71.11349243900,42.41589353670,CITY-ROW,IN-2669,STORM WATER INLET,
-71.11283047050,42.41599173790,CITY-ROW,IN-2670,STORM WATER INLET,
-71.11288210840,42.41593124560,CITY-ROW,IN-2671,STORM WATER INLET,
-71.11304658330,42.41577755970,CITY-ROW,IN-2672,STORM WATER INLET,
-71.11314802190,42.41578786130,CITY-ROW,IN-2673,STORM WATER INLET,
-71.11323903160,42.41545798020,CITY-ROW,IN-2674,STORM WATER INLET,
-71.11330390240,42.41548263070,CITY-ROW,IN-2675,STORM WATER INLET,
-71.11270634930,42.41509137210,CITY-ROW,IN-2676,STORM WATER INLET,
-71.11273894020,42.41503751920,CITY-ROW,IN-2677,STORM WATER INLET,
-71.11134382750,42.41467785730,CITY-ROW,IN-2678,STORM WATER INLET,
-71.11137136840,42.41461477610,CITY-ROW,IN-2679,STORM WATER INLET,
-71.11070067570,42.41441017630,CITY-ROW,IN-2680,STORM WATER INLET,
-71.11066622250,42.41469610360,CITY-ROW,IN-2681,STORM WATER INLET,
-71.11064323760,42.41511781790,CITY-ROW,IN-2682,STORM WATER INLET,
-71.11064557480,42.41565136630,CITY-ROW,IN-2683,STORM WATER INLET,
-71.11042266160,42.41556254710,CITY-ROW,IN-2684,STORM WATER INLET,
-71.11092814240,42.41561058670,CITY-ROW,IN-2685,STORM WATER INLET,
-71.11095016140,42.41554682790,CITY-ROW,IN-2686,STORM WATER INLET,
-71.11274668990,42.41639671250,CITY-ROW,IN-2687,STORM WATER INLET,
-71.11268279670,42.41636151110,CITY-ROW,IN-2688,STORM WATER INLET,
-71.11727180670,42.41756303330,CITY-ROW,IN-2689,STORM WATER INLET,
-71.11686097560,42.41757292730,CITY-ROW,IN-2690,STORM WATER INLET,
-71.11705140000,42.41750727910,CITY-ROW,IN-2691,STORM WATER INLET,
-71.11695772400,42.41753052220,CITY-ROW,IN-2692,STORM WATER INLET,
-71.11593218580,42.41746929580,CITY-ROW,IN-2693,STORM WATER INLET,
-71.11586422450,42.41747044560,CITY-ROW,IN-2694,STORM WATER INLET,
-71.11541794450,42.41755243980,CITY-ROW,IN-2695,STORM WATER INLET,
-71.11545510370,42.41748726430,CITY-ROW,IN-2696,STORM WATER INLET,
-71.11505934130,42.41740320260,CITY-ROW,IN-2697,STORM WATER INLET,
-71.11501311010,42.41746606190,CITY-ROW,IN-2698,STORM WATER INLET,
-71.11498386420,42.41731099430,CITY-ROW,IN-2699,STORM WATER INLET,
-71.11491745060,42.41726395510,CITY-ROW,IN-2700,STORM WATER INLET,
-71.11477382060,42.41734515290,CITY-ROW,IN-2701,STORM WATER INLET,
-71.11416457660,42.41721206930,CITY-ROW,IN-2702,STORM WATER INLET,
-71.11402883030,42.41725621210,CITY-ROW,IN-2703,STORM WATER INLET,
-71.11390888050,42.41714914520,CITY-ROW,IN-2704,STORM WATER INLET,
-71.11332760100,42.41711277390,CITY-ROW,IN-2705,STORM WATER INLET,
-71.11254113600,42.41687704450,CITY-ROW,IN-2706,STORM WATER INLET,
-71.11257061830,42.41696280940,CITY-ROW,IN-2707,STORM WATER INLET,
-71.11242929170,42.41693470690,CITY-ROW,IN-2708,STORM WATER INLET,
-71.11233813610,42.41683629150,CITY-ROW,IN-2709,STORM WATER INLET,
-71.11169666530,42.41678318380,CITY-ROW,IN-2710,STORM WATER INLET,
-71.11179981350,42.41673514460,CITY-ROW,IN-2711,STORM WATER INLET,
-71.11073341050,42.41670078990,CITY-ROW,IN-2712,STORM WATER INLET,
-71.11071099120,42.41659844820,CITY-ROW,IN-2713,STORM WATER INLET,
-71.11496589010,42.41520104630,CITY-ROW,IN-2714,STORM WATER INLET,
-71.11492330790,42.41511729610,CITY-ROW,IN-2715,STORM WATER INLET,
-71.11482975750,42.41508050490,CITY-ROW,IN-2716,STORM WATER INLET,
-71.11471377190,42.41510168370,CITY-ROW,IN-2717,STORM WATER INLET,
-71.11515407120,42.41534094740,CITY-ROW,IN-2718,STORM WATER INLET,
-71.11560836830,42.41539356050,CITY-ROW,IN-2719,STORM WATER INLET,
-71.11567846450,42.41541439100,CITY-ROW,IN-2720,STORM WATER INLET,
-71.12782976010,42.41105801460,CITY-ROW,IN-2490,STORM WATER INLET,
-71.11975258490,42.41320271660,CITY-ROW,IN-2423,STORM WATER INLET,
-71.11983636840,42.41329851620,CITY-ROW,IN-2424,STORM WATER INLET,
-71.11767129410,42.41259146420,CITY-ROW,IN-2425,STORM WATER INLET,
-71.11771102740,42.41253270370,CITY-ROW,IN-2426,STORM WATER INLET,
-71.11756292640,42.41244542510,CITY-ROW,IN-2427,STORM WATER INLET,
-71.11750543570,42.41245583120,CITY-ROW,IN-2428,STORM WATER INLET,
-71.11746187170,42.41251578980,CITY-ROW,IN-2429,STORM WATER INLET,
-71.11765389130,42.41246819910,CITY-ROW,IN-2430,STORM WATER INLET,
-71.11688513980,42.41216580500,CITY-ROW,IN-2431,STORM WATER INLET,
-71.11679134060,42.41216637050,CITY-ROW,IN-2432,STORM WATER INLET,
-71.11776258960,42.41346303310,CITY-ROW,IN-2433,STORM WATER INLET,
-71.11746131180,42.41334219830,CITY-ROW,IN-2434,STORM WATER INLET,
-71.11889680140,42.41382464200,CITY-ROW,IN-2435,STORM WATER INLET,
-71.11911384190,42.41391031580,CITY-ROW,IN-2436,STORM WATER INLET,
-71.11907428590,42.41398812270,CITY-ROW,IN-2437,STORM WATER INLET,
-71.11751409710,42.41326747170,CITY-ROW,IN-2438,STORM WATER INLET,
-71.11513713870,42.41231587180,CITY-ROW,IN-2439,STORM WATER INLET,
-71.11065941330,42.41196397810,CITY-ROW,IN-2440,STORM WATER INLET,
-71.12036884840,42.41052117360,CITY-ROW,IN-2441,STORM WATER INLET,
-71.12030902240,42.41069238000,CITY-ROW,IN-2844,STORM WATER INLET,
-71.10261902320,42.43550499930,CITY-ROW,IN-3490,STORM WATER INLET,
-71.10293457320,42.43545674120,CITY-ROW,IN-3491,STORM WATER INLET,
-71.10299246930,42.43545091900,CITY-ROW,IN-3492,STORM WATER INLET,
-71.10178400570,42.43583377570,CITY-ROW,IN-3493,STORM WATER INLET,
-71.10188768810,42.43578349120,CITY-ROW,IN-3494,STORM WATER INLET,
-71.10200095060,42.43576818650,CITY-ROW,IN-3495,STORM WATER INLET,
-71.10211390090,42.43575361980,CITY-ROW,IN-3496,STORM WATER INLET,
-71.10194900060,42.43577386590,CITY-ROW,IN-3497,STORM WATER INLET,
-71.10251178530,42.43590965800,CITY-ROW,IN-3498,STORM WATER INLET,
-71.10285357900,42.43584466370,CITY-ROW,IN-3499,STORM WATER INLET,
-71.10287611660,42.43631977440,CITY-ROW,IN-3500,STORM WATER INLET,
-71.10299644480,42.43629576860,CITY-ROW,IN-3501,STORM WATER INLET,
-71.10323511130,42.43622569030,CITY-ROW,IN-3502,STORM WATER INLET,
-71.10269927440,42.43636722000,CITY-ROW,IN-3503,STORM WATER INLET,
-71.10325971480,42.43620292970,CITY-ROW,IN-3504,STORM WATER INLET,
-71.10201954560,42.43656024250,CITY-ROW,IN-3505,STORM WATER INLET,
-71.10210551060,42.43634754160,CITY-ROW,IN-3506,STORM WATER INLET,
-71.10797325860,42.41558535120,CITY-ROW,IN-3507,STORM WATER INLET,
-71.10805255560,42.41552158820,CITY-ROW,IN-3508,STORM WATER INLET,
-71.10747912090,42.41546274940,CITY-ROW,IN-3509,STORM WATER INLET,
-71.10756567530,42.41539214410,CITY-ROW,IN-3510,STORM WATER INLET,
-71.10763124090,42.41536282600,CITY-ROW,IN-3511,STORM WATER INLET,
-71.10756407090,42.41513689690,CITY-ROW,IN-3512,STORM WATER INLET,
-71.10746814610,42.41517556520,CITY-ROW,IN-3513,STORM WATER INLET,
-71.10620709390,42.41359486490,CITY-ROW,IN-3514,STORM WATER INLET,
-71.10608841060,42.41364162520,CITY-ROW,IN-3515,STORM WATER INLET,
-71.10606370020,42.41331703770,CITY-ROW,IN-3516,STORM WATER INLET,
-71.09982853170,42.40531572850,CITY-ROW,IN-3517,STORM WATER INLET,
-71.09983641490,42.40527439710,CITY-ROW,IN-3518,STORM WATER INLET,
-71.10325661710,42.43709822940,CITY-ROW,IN-3519,STORM WATER INLET,
-71.10313888010,42.43711815100,CITY-ROW,IN-3520,STORM WATER INLET,
-71.10348038340,42.43704963290,CITY-ROW,IN-3521,STORM WATER INLET,
-71.10354352940,42.43702010620,CITY-ROW,IN-3522,STORM WATER INLET,
-71.10291450210,42.43715996930,CITY-ROW,IN-3523,STORM WATER INLET,
-71.10241965970,42.43767550030,CITY-ROW,IN-3524,STORM WATER INLET,
-71.10167008190,42.43870816890,CITY-ROW,IN-3525,STORM WATER INLET,
-71.10374190140,42.43785702250,CITY-ROW,IN-3526,STORM WATER INLET,
-71.10351376240,42.43790165860,CITY-ROW,IN-3527,STORM WATER INLET,
-71.12617716720,42.41065221730,CITY-ROW,IN-2491,STORM WATER INLET,
-71.12637352380,42.41050371240,CITY-ROW,IN-2492,STORM WATER INLET,
-71.12628690710,42.41048661310,CITY-ROW,IN-2493,STORM WATER INLET,
-71.12546614660,42.41038216640,CITY-ROW,IN-2494,STORM WATER INLET,
-71.12542697330,42.41029397740,CITY-ROW,IN-2495,STORM WATER INLET,
-71.12531883830,42.41045575180,CITY-ROW,IN-2496,STORM WATER INLET,
-71.12519392890,42.41034833910,CITY-ROW,IN-2497,STORM WATER INLET,
-71.12528583330,42.41030829250,CITY-ROW,IN-2498,STORM WATER INLET,
-71.12463274980,42.41150464930,CITY-ROW,IN-2499,STORM WATER INLET,
-71.12468594570,42.41155305690,CITY-ROW,IN-2500,STORM WATER INLET,
-71.12451728350,42.41150797200,CITY-ROW,IN-2501,STORM WATER INLET,
-71.12451987450,42.41158084430,CITY-ROW,IN-2502,STORM WATER INLET,
-71.12580951210,42.41135347580,CITY-ROW,IN-2503,STORM WATER INLET,
-71.12572880730,42.41132611420,CITY-ROW,IN-2504,STORM WATER INLET,
-71.12573519140,42.41407711090,CITY-ROW,IN-2505,STORM WATER INLET,
-71.12523205460,42.41365920710,CITY-ROW,IN-2506,STORM WATER INLET,
-71.12503602880,42.41361510250,CITY-ROW,IN-2507,STORM WATER INLET,
-71.12456157120,42.41323300840,CITY-ROW,IN-2508,STORM WATER INLET,
-71.12450105520,42.41317480540,CITY-ROW,IN-2509,STORM WATER INLET,
-71.12439153320,42.41318931430,CITY-ROW,IN-2510,STORM WATER INLET,
-71.12517035110,42.41216993720,CITY-ROW,IN-2511,STORM WATER INLET,
-71.12503408960,42.41223484350,CITY-ROW,IN-2512,STORM WATER INLET,
-71.12485397270,42.41264656870,CITY-ROW,IN-2513,STORM WATER INLET,
-71.12490668270,42.41271481750,CITY-ROW,IN-2514,STORM WATER INLET,
-71.12387096070,42.41277905570,CITY-ROW,IN-2515,STORM WATER INLET,
-71.12382209380,42.41271054880,CITY-ROW,IN-2516,STORM WATER INLET,
-71.12448955160,42.41198047160,CITY-ROW,IN-2517,STORM WATER INLET,
-71.12422995480,42.41195919080,CITY-ROW,IN-2518,STORM WATER INLET,
-71.12218245220,42.41116820900,CITY-ROW,IN-2519,STORM WATER INLET,
-71.12214992910,42.41122540030,CITY-ROW,IN-2520,STORM WATER INLET,
-71.12202066650,42.41111421130,CITY-ROW,IN-2521,STORM WATER INLET,
-71.12211512310,42.41110338680,CITY-ROW,IN-2522,STORM WATER INLET,
-71.12258511440,42.41040855330,CITY-ROW,IN-2523,STORM WATER INLET,
-71.12250767290,42.41037914750,CITY-ROW,IN-2524,STORM WATER INLET,
-71.12243282690,42.41049326950,CITY-ROW,IN-2525,STORM WATER INLET,
-71.12364418370,42.41102602850,CITY-ROW,IN-2526,STORM WATER INLET,
-71.12375117270,42.41108519340,CITY-ROW,IN-2527,STORM WATER INLET,
-71.12365700020,42.41110243730,CITY-ROW,IN-2528,STORM WATER INLET,
-71.12323085120,42.40961187950,CITY-ROW,IN-2529,STORM WATER INLET,
-71.12317164440,42.40966089120,CITY-ROW,IN-2530,STORM WATER INLET,
-71.12274953810,42.41015773510,CITY-ROW,IN-2531,STORM WATER INLET,
-71.12346705780,42.41323088190,CITY-ROW,IN-2532,STORM WATER INLET,
-71.12330173140,42.41332368060,CITY-ROW,IN-2533,STORM WATER INLET,
-71.12405774870,42.41391122080,CITY-ROW,IN-2534,STORM WATER INLET,
-71.12412044560,42.41386507850,CITY-ROW,IN-2535,STORM WATER INLET,
-71.12464205220,42.41424045980,CITY-ROW,IN-2536,STORM WATER INLET,
-71.12470590170,42.41419415800,CITY-ROW,IN-2537,STORM WATER INLET,
-71.12539442520,42.41473099790,CITY-ROW,IN-2538,STORM WATER INLET,
-71.12549597420,42.41457734700,CITY-ROW,IN-2539,STORM WATER INLET,
-71.12559801710,42.41462981660,CITY-ROW,IN-2540,STORM WATER INLET,
-71.12222806810,42.41486071570,CITY-ROW,IN-2541,STORM WATER INLET,
-71.12222132960,42.41492967720,CITY-ROW,IN-2542,STORM WATER INLET,
-71.12265254050,42.41508747670,CITY-ROW,IN-2543,STORM WATER INLET,
-71.12269124760,42.41502933590,CITY-ROW,IN-2544,STORM WATER INLET,
-71.12304513460,42.41523040150,CITY-ROW,IN-2545,STORM WATER INLET,
-71.12319277390,42.41514638950,CITY-ROW,IN-2546,STORM WATER INLET,
-71.12327095100,42.41517611590,CITY-ROW,IN-2547,STORM WATER INLET,
-71.12331026060,42.41525511860,CITY-ROW,IN-2548,STORM WATER INLET,
-71.12326481840,42.41531076090,CITY-ROW,IN-2549,STORM WATER INLET,
-71.12433635720,42.41570133800,CITY-ROW,IN-2550,STORM WATER INLET,
-71.12442512900,42.41566070750,CITY-ROW,IN-2551,STORM WATER INLET,
-71.12479826060,42.41582982390,CITY-ROW,IN-2552,STORM WATER INLET,
-71.12470322620,42.41575085610,CITY-ROW,IN-2553,STORM WATER INLET,
-71.12439637660,42.41545933730,CITY-ROW,IN-2554,STORM WATER INLET,
-71.12447488150,42.41549110580,CITY-ROW,IN-2555,STORM WATER INLET,
-71.12451407830,42.41542779850,CITY-ROW,IN-2556,STORM WATER INLET,
-71.12376241950,42.41451660780,CITY-ROW,IN-2557,STORM WATER INLET,
-71.12360914510,42.41439229540,CITY-ROW,IN-2558,STORM WATER INLET,
-71.12357702770,42.41446290970,CITY-ROW,IN-2559,STORM WATER INLET,
-71.12226277990,42.41349557670,CITY-ROW,IN-2560,STORM WATER INLET,
-71.12220370760,42.41354371420,CITY-ROW,IN-2561,STORM WATER INLET,
-71.12053377190,42.41348915070,CITY-ROW,IN-2562,STORM WATER INLET,
-71.12042945360,42.41341154410,CITY-ROW,IN-2563,STORM WATER INLET,
-71.12038410130,42.41346840180,CITY-ROW,IN-2564,STORM WATER INLET,
-71.12125634340,42.41387479860,CITY-ROW,IN-2565,STORM WATER INLET,
-71.12129859140,42.41381786910,CITY-ROW,IN-2566,STORM WATER INLET,
-71.12225862720,42.41422273840,CITY-ROW,IN-2567,STORM WATER INLET,
-71.12220349600,42.41427384620,CITY-ROW,IN-2568,STORM WATER INLET,
-71.12299358660,42.41462761160,CITY-ROW,IN-2569,STORM WATER INLET,
-71.12293124430,42.41459959880,CITY-ROW,IN-2570,STORM WATER INLET,
-71.12300048980,42.41455511610,CITY-ROW,IN-2571,STORM WATER INLET,
-71.12304019450,42.41457264220,CITY-ROW,IN-2572,STORM WATER INLET,
-71.12348950510,42.41470008920,CITY-ROW,IN-2573,STORM WATER INLET,
-71.12181537930,42.41478192610,CITY-ROW,IN-2574,STORM WATER INLET,
-71.12151692800,42.41565402880,CITY-ROW,IN-2575,STORM WATER INLET,
-71.12139229420,42.41568514480,CITY-ROW,IN-2576,STORM WATER INLET,
-71.12060473850,42.41545081730,CITY-ROW,IN-2577,STORM WATER INLET,
-71.12058127090,42.41537640060,CITY-ROW,IN-2578,STORM WATER INLET,
-71.12053779350,42.41529176640,CITY-ROW,IN-2579,STORM WATER INLET,
-71.12045739810,42.41526745320,CITY-ROW,IN-2580,STORM WATER INLET,
-71.11954516520,42.41513549160,CITY-ROW,IN-2581,STORM WATER INLET,
-71.11959948310,42.41508415020,CITY-ROW,IN-2582,STORM WATER INLET,
-71.11936238050,42.41511723300,CITY-ROW,IN-2583,STORM WATER INLET,
-71.11953536720,42.41499148360,CITY-ROW,IN-2584,STORM WATER INLET,
-71.11993465790,42.41421854290,CITY-ROW,IN-2585,STORM WATER INLET,
-71.12016524270,42.41404325960,CITY-ROW,IN-2586,STORM WATER INLET,
-71.12109599140,42.41444741440,CITY-ROW,IN-2587,STORM WATER INLET,
-71.12094652020,42.41452974770,CITY-ROW,IN-2588,STORM WATER INLET,
-71.12225746770,42.41655407640,CITY-ROW,IN-2589,STORM WATER INLET,
-71.12234353890,42.41657259290,CITY-ROW,IN-2590,STORM WATER INLET,
-71.12210544630,42.41663096420,CITY-ROW,IN-2591,STORM WATER INLET,
-71.12213574430,42.41658122530,CITY-ROW,IN-2592,STORM WATER INLET,
-71.12236493480,42.41671026750,CITY-ROW,IN-2593,STORM WATER INLET,
-71.12239400820,42.41665764370,CITY-ROW,IN-2594,STORM WATER INLET,
-71.12235431030,42.41640902400,CITY-ROW,IN-2595,STORM WATER INLET,
-71.12245589060,42.41640130240,CITY-ROW,IN-2596,STORM WATER INLET,
-71.12266083090,42.41594837880,CITY-ROW,IN-2597,STORM WATER INLET,
-71.12273127500,42.41598936510,CITY-ROW,IN-2598,STORM WATER INLET,
-71.12422923410,42.41650851280,CITY-ROW,IN-2599,STORM WATER INLET,
-71.12430899470,42.41638668140,CITY-ROW,IN-2600,STORM WATER INLET,
-71.12435006970,42.41651281260,CITY-ROW,IN-2601,STORM WATER INLET,
-71.12402218500,42.41702464150,CITY-ROW,IN-2602,STORM WATER INLET,
-71.12394509930,42.41694194070,CITY-ROW,IN-2603,STORM WATER INLET,
-71.12477745920,42.41731412070,CITY-ROW,IN-2604,STORM WATER INLET,
-71.12469654910,42.41729372860,CITY-ROW,IN-2605,STORM WATER INLET,
-71.12478355290,42.41745279460,CITY-ROW,IN-2606,STORM WATER INLET,
-71.12501770590,42.41711529100,CITY-ROW,IN-2607,STORM WATER INLET,
-71.11592280220,42.41561214370,CITY-ROW,IN-2721,STORM WATER INLET,
-71.11607091210,42.41557198040,CITY-ROW,IN-2722,STORM WATER INLET,
-71.11615505640,42.41563898490,CITY-ROW,IN-2723,STORM WATER INLET,
-71.11636244720,42.41558062450,CITY-ROW,IN-2724,STORM WATER INLET,
-71.11628568870,42.41549639820,CITY-ROW,IN-2725,STORM WATER INLET,
-71.11636499100,42.41550321740,CITY-ROW,IN-2726,STORM WATER INLET,
-71.11693437730,42.41572301630,CITY-ROW,IN-2727,STORM WATER INLET,
-71.11708399890,42.41584560320,CITY-ROW,IN-2728,STORM WATER INLET,
-71.11742881490,42.41685236020,CITY-ROW,IN-2729,STORM WATER INLET,
-71.11735193060,42.41684140670,CITY-ROW,IN-2730,STORM WATER INLET,
-71.11702194680,42.41764024270,CITY-ROW,IN-2731,STORM WATER INLET,
-71.11586195920,42.41597507500,CITY-ROW,IN-2732,STORM WATER INLET,
-71.11579570290,42.41592686370,CITY-ROW,IN-2733,STORM WATER INLET,
-71.11580549770,42.41606684070,CITY-ROW,IN-2734,STORM WATER INLET,
-71.11571753000,42.41604493680,CITY-ROW,IN-2735,STORM WATER INLET,
-71.11413958570,42.41708342620,CITY-ROW,IN-2736,STORM WATER INLET,
-71.11407350610,42.41705285910,CITY-ROW,IN-2737,STORM WATER INLET,
-71.11491150970,42.41596633200,CITY-ROW,IN-2738,STORM WATER INLET,
-71.11482297690,42.41596007240,CITY-ROW,IN-2739,STORM WATER INLET,
-71.11453280970,42.41651556870,CITY-ROW,IN-2740,STORM WATER INLET,
-71.11442870290,42.41653094600,CITY-ROW,IN-2741,STORM WATER INLET,
-71.11666426300,42.41634153920,CITY-ROW,IN-2742,STORM WATER INLET,
-71.11660932400,42.41631665270,CITY-ROW,IN-2743,STORM WATER INLET,
-71.11838356210,42.41505533920,CITY-ROW,IN-2744,STORM WATER INLET,
-71.11847288840,42.41507006760,CITY-ROW,IN-2745,STORM WATER INLET,
-71.11878557430,42.41450678910,CITY-ROW,IN-2746,STORM WATER INLET,
-71.11879867940,42.41437655170,CITY-ROW,IN-2747,STORM WATER INLET,
-71.11727716060,42.41406538840,CITY-ROW,IN-2748,STORM WATER INLET,
-71.11720706070,42.41403752490,CITY-ROW,IN-2749,STORM WATER INLET,
-71.11738023730,42.41391052350,CITY-ROW,IN-2750,STORM WATER INLET,
-71.11701482140,42.41446157720,CITY-ROW,IN-2751,STORM WATER INLET,
-71.11678747700,42.41480626270,CITY-ROW,IN-2752,STORM WATER INLET,
-71.11669929800,42.41478858300,CITY-ROW,IN-2753,STORM WATER INLET,
-71.11679674640,42.41513581700,CITY-ROW,IN-2754,STORM WATER INLET,
-71.11675139010,42.41519319820,CITY-ROW,IN-2755,STORM WATER INLET,
-71.11523960140,42.41448355210,CITY-ROW,IN-2756,STORM WATER INLET,
-71.11535937200,42.41448185920,CITY-ROW,IN-2757,STORM WATER INLET,
-71.11596030950,42.41343688780,CITY-ROW,IN-2758,STORM WATER INLET,
-71.11603504950,42.41349771220,CITY-ROW,IN-2759,STORM WATER INLET,
-71.11626840960,42.41286287460,CITY-ROW,IN-2760,STORM WATER INLET,
-71.11627877160,42.41277342530,CITY-ROW,IN-2761,STORM WATER INLET,
-71.11646137960,42.41278191670,CITY-ROW,IN-2762,STORM WATER INLET,
-71.11638540980,42.41275463640,CITY-ROW,IN-2763,STORM WATER INLET,
-71.11700076200,42.41315694480,CITY-ROW,IN-2764,STORM WATER INLET,
-71.11703095380,42.41307499590,CITY-ROW,IN-2765,STORM WATER INLET,
-71.11715259290,42.41305921980,CITY-ROW,IN-2766,STORM WATER INLET,
-71.11724556130,42.41308291190,CITY-ROW,IN-2767,STORM WATER INLET,
-71.11673789700,42.41368785400,CITY-ROW,IN-2768,STORM WATER INLET,
-71.11683592390,42.41366505760,CITY-ROW,IN-2769,STORM WATER INLET,
-71.11600277420,42.41479764010,CITY-ROW,IN-2770,STORM WATER INLET,
-71.11606281880,42.41482763230,CITY-ROW,IN-2771,STORM WATER INLET,
-71.11443062120,42.41389491480,CITY-ROW,IN-2772,STORM WATER INLET,
-71.11435320570,42.41386117240,CITY-ROW,IN-2773,STORM WATER INLET,
-71.11467431680,42.41350687010,CITY-ROW,IN-2774,STORM WATER INLET,
-71.11459248160,42.41347294290,CITY-ROW,IN-2775,STORM WATER INLET,
-71.11438000150,42.41281409050,CITY-ROW,IN-2776,STORM WATER INLET,
-71.11424440290,42.41265226610,CITY-ROW,IN-2777,STORM WATER INLET,
-71.11485520090,42.41304951030,CITY-ROW,IN-2778,STORM WATER INLET,
-71.11495615040,42.41288674760,CITY-ROW,IN-2779,STORM WATER INLET,
-71.11498961120,42.41298855660,CITY-ROW,IN-2780,STORM WATER INLET,
-71.11514061690,42.41240886580,CITY-ROW,IN-2781,STORM WATER INLET,
-71.11548246440,42.41254722840,CITY-ROW,IN-2782,STORM WATER INLET,
-71.11553491830,42.41247532390,CITY-ROW,IN-2783,STORM WATER INLET,
-71.11439092510,42.41210930150,CITY-ROW,IN-2784,STORM WATER INLET,
-71.11443121800,42.41203253300,CITY-ROW,IN-2785,STORM WATER INLET,
-71.11420870880,42.41194285640,CITY-ROW,IN-2786,STORM WATER INLET,
-71.11364850990,42.41181358190,CITY-ROW,IN-2787,STORM WATER INLET,
-71.11353471890,42.41169709220,CITY-ROW,IN-2788,STORM WATER INLET,
-71.11331227610,42.41227510320,CITY-ROW,IN-2789,STORM WATER INLET,
-71.11322956420,42.41226947860,CITY-ROW,IN-2790,STORM WATER INLET,
-71.11327914410,42.41272549210,CITY-ROW,IN-2791,STORM WATER INLET,
-71.11317844780,42.41265841450,CITY-ROW,IN-2792,STORM WATER INLET,
-71.11340423800,42.41265301600,CITY-ROW,IN-2793,STORM WATER INLET,
-71.11341521040,42.41348978600,CITY-ROW,IN-2794,STORM WATER INLET,
-71.11341307130,42.41354614150,CITY-ROW,IN-2795,STORM WATER INLET,
-71.11364148490,42.41363481230,CITY-ROW,IN-2796,STORM WATER INLET,
-71.11221783480,42.41276448300,CITY-ROW,IN-2797,STORM WATER INLET,
-71.11215668360,42.41285369070,CITY-ROW,IN-2798,STORM WATER INLET,
-71.11234747320,42.41282701090,CITY-ROW,IN-2799,STORM WATER INLET,
-71.11086755230,42.41299223350,CITY-ROW,IN-2800,STORM WATER INLET,
-71.11096992060,42.41290183160,CITY-ROW,IN-2801,STORM WATER INLET,
-71.11082366070,42.41288292030,CITY-ROW,IN-2802,STORM WATER INLET,
-71.10897687930,42.41272429860,CITY-ROW,IN-2803,STORM WATER INLET,
-71.10893262030,42.41265647530,CITY-ROW,IN-2804,STORM WATER INLET,
-71.10952835590,42.41315233460,CITY-ROW,IN-2805,STORM WATER INLET,
-71.10952395020,42.41308671110,CITY-ROW,IN-2806,STORM WATER INLET,
-71.10896872080,42.41332466450,CITY-ROW,IN-2807,STORM WATER INLET,
-71.10901694380,42.41337966320,CITY-ROW,IN-2808,STORM WATER INLET,
-71.11008616000,42.41322331990,CITY-ROW,IN-2809,STORM WATER INLET,
-71.11036368450,42.41342165970,CITY-ROW,IN-2810,STORM WATER INLET,
-71.11228558070,42.41759040320,CITY-ROW,IN-2811,STORM WATER INLET,
-71.11426924880,42.41070657500,CITY-ROW,IN-2812,STORM WATER INLET,
-71.11435005280,42.41073206790,CITY-ROW,IN-2813,STORM WATER INLET,
-71.11366332240,42.41165410080,CITY-ROW,IN-2814,STORM WATER INLET,
-71.11496247800,42.41106487090,CITY-ROW,IN-2815,STORM WATER INLET,
-71.11486628770,42.41120610600,CITY-ROW,IN-2816,STORM WATER INLET,
-71.11564069220,42.41245597910,CITY-ROW,IN-2817,STORM WATER INLET,
-71.11571840180,42.41248553720,CITY-ROW,IN-2818,STORM WATER INLET,
-71.11717368210,42.41023670060,CITY-ROW,IN-2819,STORM WATER INLET,
-71.11729545990,42.41005966550,CITY-ROW,IN-2820,STORM WATER INLET,
-71.11736296660,42.41010538360,CITY-ROW,IN-2821,STORM WATER INLET,
-71.11641023470,42.40921407290,CITY-ROW,IN-2822,STORM WATER INLET,
-71.11635889090,42.40927379910,CITY-ROW,IN-2823,STORM WATER INLET,
